cluster_id,x,y,z
457,10.808855,7.692824,4.881825
458,10.728599,5.112409,4.9383435
459,11.531155,6.354406,4.3485994
460,6.342799,7.8195333,3.2467496
461,6.7468286,8.165548,3.02177
462,6.20153,7.735996,3.457045
463,6.2274337,7.3373165,3.0929663
464,10.465184,8.065855,4.775701
465,6.6563973,7.834999,2.779606
466,11.5171995,6.5695243,4.6928296
467,11.605035,6.5274363,4.478672
468,11.645684,6.461683,4.5376525
469,6.28483,7.4226456,3.044359
471,11.03593,7.533659,4.942373
472,6.2813325,7.688746,2.4602177
473,6.5900397,7.5386553,2.0451093
474,8.64609,8.576843,4.2114015
475,7.9881296,9.283988,3.9059033
476,7.783953,8.223563,3.998818
477,8.347685,5.6968055,4.1314244
479,8.81033,8.581679,4.358064
480,9.772292,8.39071,5.1660495
481,7.8858614,8.893437,4.088688
482,7.807681,8.601667,4.0447755
483,5.8948298,7.489941,3.209159
484,5.967871,7.4330726,3.4128003
485,7.421774,9.275656,4.346845
486,7.1835504,9.0406275,3.4831097
487,6.9425406,9.678257,3.8069618
488,9.550269,8.641981,5.1255217
489,6.0103717,7.2784534,3.2590373
491,7.138716,9.133076,3.5571642
492,7.0042906,9.550711,3.6887972
493,6.303576,7.8725257,3.2558439
494,6.2228785,7.1732426,3.0059621
495,5.9161882,8.156762,3.2125647
497,6.0393157,7.5596004,3.6553743
499,6.6736226,8.375379,3.1917405
500,6.445041,7.9613056,2.7271292
501,7.444913,9.382702,3.5393274
502,5.9102573,7.4696255,3.134724
503,5.9010363,7.4463997,3.4048746
504,6.032861,7.6093464,3.6525705
505,5.9634237,8.738777,3.0359435
506,9.109516,7.1087217,4.159031
507,7.8965783,7.922627,4.3830748
508,5.870306,7.6656265,3.185305
509,5.8578873,8.237568,3.1880956
510,5.9152102,7.4250727,3.1776366
511,5.897112,7.451936,3.2005026
512,6.3884435,7.448708,2.343004
513,9.150331,6.2618775,3.2959285
514,6.4785924,9.498409,3.2357507
515,6.322541,7.760453,2.446135
516,6.14213,7.700426,3.095711
