cluster_id,x,y,z
820,10.779612,5.893231,2.6618402
821,10.09548,4.155793,2.6630027
822,6.4568424,10.53601,4.5035095
824,6.492594,10.541051,4.4677196
825,6.4574795,10.587062,4.5163527
826,5.2783866,11.824434,5.657408
827,5.2552752,11.851031,5.6794405
828,7.7529736,7.372623,5.5007715
829,6.5521603,8.033397,3.99928
830,10.327748,8.384607,3.0824165
831,9.108567,6.5296235,3.1097279
832,7.2846336,7.099069,4.441778
833,6.4381385,6.9518366,2.9596143
834,10.717953,9.155735,2.767963
835,6.4110246,7.868362,3.3569217
836,9.412653,7.2612753,3.8312736
837,10.376356,8.883053,4.505628
838,9.113725,8.24425,2.0769994
839,6.989618,8.264252,3.212332
840,10.41328,6.6333327,2.3106244
841,8.59827,7.6595573,4.6587043
842,6.7807436,7.4848123,3.6046765
843,9.643175,4.3195114,2.9591074
845,9.037489,5.603072,4.4258733
846,7.6628585,6.0063944,3.7053971
847,11.148723,9.670815,3.4173281
848,7.6679935,7.3342705,3.8649616
850,7.4125414,7.1434402,4.0647154
851,7.717361,7.2601123,4.2815623
852,8.0749235,7.0405807,5.060317
853,7.9395237,6.7918234,5.104342
854,7.1794195,7.377401,4.873243
855,5.9678297,7.2749686,3.238465
856,9.884593,8.429504,5.4038367
857,10.981758,8.36792,4.709855
859,11.609828,5.7803845,4.539893
860,11.370191,9.607995,4.388791
861,11.347549,9.336481,4.6961765
862,10.996179,7.4958625,4.4553013
863,6.34536,9.283529,3.3130245
865,9.070283,8.521689,2.293754
866,6.510111,7.424272,2.0442948
867,6.6340632,7.452541,1.9483644
869,10.087885,5.428761,2.4639285
870,7.075127,9.744061,4.8236294
871,10.820734,6.6334047,4.1954904
872,6.6878357,10.489799,4.2229376
873,10.568759,5.9568653,3.7306457
874,11.350982,5.5596304,4.36923
875,9.211242,4.6860876,2.8439267
876,6.1230626,11.114101,5.174626
877,5.9770103,10.702242,5.108621
878,9.402175,3.9697142,2.8160806
879,9.702286,4.3782797,3.027125
880,9.5911455,4.4003105,2.9398088
881,10.535756,4.4077826,3.5962005
883,10.729254,8.6210985,4.5493946
884,9.645111,8.3650675,2.0424109
885,9.96018,8.750941,4.9129715
886,8.418453,6.968026,3.99137
887,10.444105,9.788166,3.2205038
888,7.715838,7.281007,5.8640265
889,8.437598,6.979224,3.6487005
890,10.53456,8.82044,4.609104
891,11.6572275,6.5375624,3.1381721
892,6.847568,8.981195,5.188
893,9.4633875,8.376612,2.7810464
894,8.963979,5.727148,4.498734
895,9.84447,6.918503,4.5130396
898,7.3975487,7.945541,4.7186747
899,10.94561,9.344304,2.8316236
900,10.760871,9.335869,3.1304936
901,6.1119328,11.115436,5.168067
902,8.527529,5.039962,3.3703127
903,8.548934,5.73653,4.3192644
904,8.013566,6.353969,4.7233577
905,8.236495,6.853596,4.7962966
906,11.047249,8.446268,4.9614635
907,10.396043,6.033326,2.3344095
908,10.967014,8.970952,4.643293
909,9.13334,4.846096,2.8444517
911,11.137128,9.985458,3.6829543
912,10.669886,6.3266444,2.341554
913,6.8562217,8.381673,3.1029818
914,11.466573,9.316227,4.759388
915,11.540131,5.77228,4.505096
916,6.472927,7.876567,3.9419599
917,6.480797,7.7876806,2.6017823
918,6.5809627,7.5214252,2.1355264
919,9.940017,5.09985,2.251032
920,9.998451,4.875822,2.6507657
921,10.866433,9.418524,4.425209
922,8.65353,9.025876,2.7774734
923,10.246448,5.1766806,3.44768
925,7.236143,9.629204,5.0085664
926,10.9089775,6.9536,4.820183
927,9.787295,6.501518,4.5561967
928,10.422901,4.7187004,4.1914682
929,10.435895,4.8545914,4.5234065
930,9.948168,5.0447454,2.2540157
931,9.973702,5.1027794,2.2410538
932,10.001672,5.15717,2.2719944
933,10.732526,5.244695,3.3957407
934,10.199445,4.1878424,2.8135645
935,10.555053,5.5168343,3.2983897
936,10.751857,5.3057528,3.3698542
937,10.732996,6.1943398,2.4866805
938,10.625951,5.3172784,3.9269593
939,6.1386967,10.93263,5.0138593
940,10.624873,4.394021,3.6079564
941,9.561313,4.1298614,2.818816
942,5.2399073,11.865085,5.690703
943,5.2612123,11.842051,5.671184
944,10.20203,8.804434,4.237357
945,10.320774,9.300031,4.6110706
946,9.849313,8.766014,4.508715
947,7.695985,7.2719045,5.8700643
948,10.967316,8.443337,4.666713
949,9.258967,6.8726974,3.3293297
950,6.707195,9.19525,3.4808314
951,10.224435,4.3072624,2.6220205
952,9.152799,7.893314,2.48728
954,7.28227,8.450042,4.319922
956,9.395834,8.660494,5.2165804
957,10.733697,8.632171,4.7684045
958,10.690744,7.9796515,4.3386097
959,7.673231,7.263341,5.866452
960,9.230738,6.1724463,3.1480336
961,7.509798,6.810336,4.484349
962,11.545585,5.6902843,4.5474625
963,7.554462,6.130004,4.383634
964,11.3586035,9.203976,4.7456856
965,7.648373,7.085076,4.0559773
966,7.285885,7.0165205,4.347363
967,8.171656,6.8743405,5.117519
968,10.906534,8.651348,3.1600778
969,10.651336,8.836482,3.0854788
970,9.708944,8.98116,2.0518427
971,11.107649,8.192408,4.190079
972,9.916478,8.287298,5.298008
973,9.886937,8.418999,5.395862
974,11.750885,8.789226,4.9820156
975,9.574546,8.972876,2.2310052
976,11.270264,8.722653,4.882682
977,10.868654,9.322964,3.218713
978,11.11975,6.7851334,4.6742063
979,11.051228,7.178469,4.767073
980,11.3869,9.313772,4.4602118
981,11.123339,7.835785,4.751519
982,7.2193904,9.698957,3.9993432
983,6.2829423,7.7583103,2.4636538
984,10.54833,6.813288,3.8103988
985,5.9343452,7.394549,3.1566885
986,6.3948555,7.1364202,2.5999048
987,9.65802,8.920458,1.832348
988,9.37183,8.925841,2.3258
989,10.4163885,5.2026887,4.446339
990,10.824116,5.7236676,2.8692725
991,10.732319,5.1041527,3.5499349
992,10.350779,5.2008343,4.456136
993,9.879748,5.1521683,2.2720187
994,10.636863,4.6718707,3.6211598
995,10.015983,5.174909,2.4206583
996,10.75711,4.647646,3.6459537
997,6.2831864,10.816084,4.799551
998,10.705633,4.443334,3.628811
999,6.160774,10.979767,5.0388136
1000,10.866839,5.0517983,4.9858165
1001,10.429362,4.817465,4.403521
1002,9.392475,3.9705381,2.828589
1003,10.750081,6.2103205,2.4998918
1004,10.708773,8.836402,3.2489562
1005,10.673209,9.488956,3.7670116
1006,11.481575,9.085779,4.4101233
1007,11.152897,9.179482,4.7582145
1008,9.413739,8.664283,2.0267034
1009,8.416666,5.140052,3.4542203
1010,9.44695,8.672337,5.278461
1011,7.1492805,8.523993,4.293155
1012,9.855906,8.270149,5.3580203
1013,6.265143,7.729603,2.4768815
1014,10.833817,7.1710324,4.8284197
1015,8.174202,7.358714,4.446779
1016,8.187778,7.0693326,4.743267
1017,8.967128,7.377448,3.4242785
1018,10.829272,6.066365,2.6438968
1019,11.109071,7.5349264,4.862231
1020,7.226916,8.201055,5.1257195
1021,9.059123,8.842776,2.2610233
1022,7.0661592,7.8370824,5.169428
1023,11.190325,7.872829,4.936956
1024,10.364392,5.5440326,4.439266
1025,6.0200353,10.823766,5.100152
1026,9.40273,8.778109,2.038383
1027,11.609432,6.476385,4.398142
1028,6.838492,8.577519,4.2748504
1029,10.0244,5.337294,2.1225016
1031,11.783133,6.279521,4.223927
1032,6.460685,10.359046,4.605391
1033,10.608334,6.3495636,2.2893188
1034,11.813496,5.747588,3.924249
1035,11.0101595,9.019631,4.413485
1037,10.885867,5.2863874,4.860537
1038,10.74952,8.621165,2.8986661
1039,8.9827,7.1404424,3.4964118
1041,6.282999,8.160919,3.8876004
1042,9.82973,8.49008,5.471825
1043,10.915266,9.3321905,2.7515135
1044,10.950374,9.34711,2.8686874
1045,11.156849,7.4410415,4.8745446
1046,10.407058,6.6800065,4.756021
1047,10.268954,4.3363757,2.6497793
1048,11.079909,8.616508,4.791396
1049,7.258727,8.566952,3.266204
1050,11.10546,9.969208,3.6704628
1052,11.492791,9.580403,4.8286414
1053,11.138823,7.8298864,4.786236
1054,7.4982185,7.1429615,4.209093
1055,8.290008,5.6040373,3.652162
1056,8.997523,8.244036,2.0665927
1057,6.5443454,9.4639435,3.2726374
1058,8.781214,8.480852,2.5069482
1059,10.1764,4.7773757,4.6744027
1060,8.748583,9.051434,2.7789197
1061,10.006052,5.5658984,4.469623
1063,10.925841,5.694415,4.1523733
1064,6.638154,8.467373,3.3771942
1065,11.263146,5.692849,4.2114983
1066,10.717772,4.5097075,3.6622906
1067,11.163236,5.2896457,4.473288
1068,10.607189,5.2208095,3.5550094
1069,11.185653,5.457979,4.2653427
1071,7.1375833,10.248941,3.8873506
1072,10.070451,4.8978977,3.9548519
1073,10.4667,4.7797003,4.5110307
1074,10.469871,4.815145,4.568609
1075,10.577205,5.4581065,4.012093
1076,6.0064383,10.697279,5.0877824
1077,9.77645,4.3623223,2.663167
1078,8.975894,5.78854,4.2882423
1079,9.1006155,8.579981,2.3086333
1082,5.2302055,11.874398,5.702019
1083,9.56487,8.520774,2.0225174
1084,8.443391,5.106322,3.4213216
1085,11.618993,6.5402155,4.590453
1086,6.243255,8.142888,3.9063036
1087,7.4753513,7.8075824,3.7294776
1088,6.364998,10.764458,4.7052383
1091,6.721172,8.652308,4.977829
1092,8.37645,6.675304,4.9628386
1094,7.4386573,6.797589,4.4796004
1095,11.26105,8.691712,4.934953
1096,9.321584,8.859908,2.3069715
1097,7.0270634,7.5538216,4.7155643
1098,6.912166,8.484527,3.321426
1099,7.0174875,8.371542,3.118939
1100,10.873294,9.363715,2.7051797
1101,11.108838,9.184593,4.118109
1102,10.16491,6.3472404,3.9149325
1103,10.834532,8.738833,3.2017004
1104,11.167312,10.199436,3.6463916
1105,11.087178,10.002935,3.494339
1106,10.591772,5.8779936,3.9712842
1107,7.7743583,6.6636863,4.536773
1108,7.543575,9.260339,4.166868
1109,10.5892935,5.88108,3.8117926
1110,7.518299,7.0694757,4.690208
1111,8.230577,6.791239,5.0765386
1112,8.55393,8.219452,3.8797803
1113,8.530369,7.8658752,3.8464613
1114,7.0598197,8.616766,5.2473216
1115,7.734343,6.7103157,4.655096
1116,10.661325,9.781064,3.4654498
1117,11.318679,9.496108,4.567199
1118,6.4035935,8.506669,2.9735096
1119,6.1883316,11.020192,5.082526
1120,6.50152,10.250561,4.469512
1121,10.570944,9.413623,4.518039
1122,9.939395,8.341001,5.377251
1123,9.97844,8.332747,5.2902913
1124,5.942037,8.768046,2.9498255
1125,5.967348,8.770787,2.9341464
1126,5.944174,8.778063,2.9649332
1127,9.843563,5.646377,4.4782467
1128,11.209614,7.8993154,4.976356
1129,11.249509,7.5086203,4.8706245
1130,11.892375,8.649925,5.0271
1131,11.150689,7.883188,4.9658775
1133,10.390152,5.2163863,4.4611816
1134,9.564255,8.493246,2.0153182
1135,10.5251465,5.1018524,4.723544
1136,10.805473,4.9858046,5.019576
1137,10.722883,4.856581,4.8496
1138,10.741271,4.906352,4.9572315
1139,10.690968,4.8139486,4.9477744
1140,10.714804,4.8604436,4.964625
1141,8.01275,9.650123,3.331743
1142,6.486853,10.250949,4.5474076
1143,6.5729403,9.965157,3.8594208
1145,6.3478565,10.194688,4.8386993
1146,10.498794,6.062884,3.6474907
1147,10.475442,4.9293814,4.3101654
1149,10.189625,5.407209,2.5377438
1150,10.169693,4.664665,2.9990246
1151,11.234652,5.104646,4.174415
1152,10.79715,5.2250776,3.446724
1153,9.863578,6.2023396,4.6282845
1154,10.711097,6.0502872,2.6580765
1155,5.9494767,10.757358,5.145829
1156,11.275911,5.379663,4.4616923
1157,10.753293,5.816592,3.8887687
1159,6.474538,10.550605,4.5168715
1160,10.543167,6.4640975,2.289834
1161,11.119573,5.3973284,4.220893
1162,10.590958,5.2250757,3.929478
1163,10.566735,5.1953897,3.8067772
1164,9.657331,4.2856436,2.9417334
1165,10.589777,4.371328,3.5015876
1166,10.475458,4.4446054,3.833893
1167,10.604723,4.3917327,3.562696
1169,5.254308,11.851641,5.68069
1170,10.458409,6.7094617,2.3555171
1171,11.839059,8.684489,5.0302033
1172,9.53506,4.4882736,3.0994635
1173,10.224613,5.0811744,4.398889
1175,9.800509,8.489851,4.973315
1176,9.854644,8.453422,5.2444463
1178,8.676469,5.527028,2.5185082
1179,9.896792,8.90944,2.745955
1180,7.0617433,9.6335535,4.1699247
1181,7.773582,9.076471,3.5761375
1182,7.6575966,7.352277,4.2316427
1183,9.181157,8.840535,2.992503
1184,8.234781,6.0603185,4.528402
1185,10.645106,9.675896,3.6100085
1186,6.4973545,8.554353,5.14116
1188,7.5271316,8.279606,4.126735
1189,10.705682,9.357355,3.1395714
1192,9.059491,9.375236,4.034938
1194,6.446009,8.911084,4.9843907
1195,8.795044,5.486252,2.5242488
1196,9.435502,5.6238055,3.6106815
1198,10.894654,8.5909605,3.2145755
1199,10.753054,8.689324,3.0078773
1200,10.850299,8.548845,3.1443071
1202,9.673076,8.913833,2.1663222
1203,10.691967,4.766924,4.960111
1204,8.5742,8.702571,3.8533254
1205,9.024107,4.9391065,2.7708027
1207,11.224911,7.985185,5.00531
1208,8.762331,8.765284,4.3841977
1209,8.264415,6.640648,4.0245795
1210,7.697657,8.761175,3.0644507
1211,7.1528625,7.2463555,4.7008595
1212,7.147618,7.6020603,1.201876
1213,7.131567,7.529017,1.1877034
1217,6.757493,8.35218,5.073469
1219,10.133896,6.3067656,3.9773426
1220,6.8750668,8.029454,5.1415825
1221,9.130275,8.071519,2.7362316
1222,7.5739985,7.6501846,3.7602022
1223,7.63759,6.0227847,4.2331696
1224,11.132477,10.23733,3.7283196
1225,11.111459,10.022967,3.5392585
1227,6.440147,7.965109,2.7719054
1228,10.114297,5.046036,3.8679595
1229,6.6029515,8.403483,3.166925
1230,8.665907,5.545856,2.6199653
1232,6.651384,9.158917,5.0681605
1234,11.273229,7.7302637,4.9784794
1235,10.337829,6.6511984,4.7769246
1236,10.512358,5.0745983,4.6752777
1237,11.104924,7.7746434,4.7689476
1238,8.045229,8.216219,4.407503
1239,10.911645,9.050208,3.2542896
1241,11.86578,8.638836,5.0309033
1242,11.017983,7.584689,5.0409794
1243,11.96077,8.676199,4.8797493
1244,10.927465,7.3910193,4.970389
1245,10.755548,7.4130063,4.903825
1246,9.045539,8.632716,2.3412251
1247,8.6872015,8.576715,2.5160704
1248,6.424021,9.450955,3.2929134
1249,6.172742,10.526122,4.9477673
1250,9.473871,8.59383,2.0278218
1251,10.172245,4.2731643,2.7432835
1252,9.73917,4.2505155,2.8533177
1254,6.1358414,11.164825,5.1845675
1256,10.473428,5.8883305,3.9639099
1257,9.764503,5.315376,2.3643427
1259,11.324432,5.054504,4.01375
1260,10.615871,6.3166604,2.3365157
1261,10.375195,4.2951126,3.300082
1263,10.594618,4.391759,3.5697415
1264,10.594546,4.459107,3.655337
1265,9.555039,4.411414,2.9169745
1266,9.6883745,4.311391,2.7268503
1268,6.778332,10.4607115,4.147
1269,9.495664,8.652968,5.2511396
1270,10.150024,6.9046326,2.3969016
1272,8.484496,7.2250113,4.203393
1273,9.480228,9.32764,3.5681424
1274,6.1458197,8.149761,4.0075192
1275,6.1843247,8.169976,3.9574387
1276,8.824545,7.0451207,4.22925
1278,7.2378583,9.440486,4.4108086
1279,9.46619,8.195585,2.190898
1280,8.068533,6.842977,3.9042068
1281,6.938381,7.48846,1.463952
1282,7.8622346,8.583834,2.4253669
1284,6.674106,8.300917,5.172802
1285,6.495034,8.601643,4.583795
1286,9.6968565,7.4415383,3.8866413
1287,10.6282015,9.9740505,3.5716338
1288,10.876148,9.173033,3.1125834
1289,7.139312,7.5800695,1.1734108
1291,6.499562,7.860046,2.4401178
1294,7.06388,8.663295,4.188423
1295,6.985947,8.947011,4.0408993
1296,9.101773,8.085352,2.636263
1297,9.1031475,8.060729,2.664179
1298,9.673448,5.5056324,4.295059
1299,7.473265,9.100587,3.5400803
1300,8.158381,7.287499,4.588574
1301,6.6509657,9.26035,3.832252
1302,8.832943,7.241361,3.6471074
1303,8.9392605,7.528599,3.0649583
1304,8.419253,7.3326483,4.276905
1305,7.252805,6.3552723,4.0322695
1306,8.125695,6.791951,5.0763607
1307,9.862579,7.207521,4.0267425
1308,11.087483,8.843414,3.507319
1309,6.2410846,8.420578,4.5532627
1310,11.30178,9.176184,4.715327
1311,8.647049,5.6854453,2.452356
1312,11.120846,10.106356,3.8002315
1313,11.922659,8.684759,4.8252516
1314,6.776099,7.759595,4.4428906
1315,8.617461,5.577585,2.6805582
1316,8.597425,5.5339327,2.8088703
1317,8.224788,6.6492095,4.625199
1318,7.0182166,8.440028,3.291865
1319,8.088898,5.9693484,3.6888866
1320,6.54525,7.9490337,3.1552503
1321,6.279349,7.650364,3.8227956
1323,11.864743,5.7866735,3.904464
1324,7.4037666,6.1584725,3.6802619
1325,10.08774,4.315762,2.8917675
1326,7.450754,9.601009,4.9309874
1328,6.8136935,8.049636,5.1447854
1329,12.011691,6.1077933,3.6521719
1330,10.388512,6.7006164,3.7526839
1331,6.6007767,8.482429,3.3345516
1332,7.8314934,8.324913,4.3527417
1333,11.982173,6.0472493,3.6878736
1334,9.02047,9.19309,3.4860451
1335,10.506578,4.613073,4.0093484
1336,8.321532,8.751347,3.7197244
1337,6.551322,9.916123,3.672218
1338,6.46014,8.870634,3.4511125
1339,8.929255,8.258951,2.6721795
1340,9.440089,8.5110855,2.0683758
1341,6.500744,9.679643,3.5420256
1342,11.411897,5.487666,4.3831954
1343,10.511866,4.5990686,3.9897583
1344,11.646177,5.814308,4.515674
1345,11.623997,6.6088076,4.5886784
1346,10.282988,5.111629,2.8256888
1349,11.469441,5.663319,4.101979
1350,9.540492,4.2343903,2.9050925
1352,6.4663897,10.375473,4.546411
1353,10.58647,5.151039,4.535245
1354,11.661613,5.473416,4.045553
1355,9.616644,4.3674865,2.8444746
1356,10.104608,4.060809,2.6594813
1357,10.159411,4.0050054,2.8994195
1358,9.972737,4.4903207,2.686002
1359,9.712394,4.2020316,2.643269
1360,6.379428,10.690298,4.6597214
1361,5.2237153,11.882362,5.7079654
1362,7.5787373,6.082687,3.5478065
1363,10.242404,9.069691,4.0817056
1364,6.4878287,8.23117,3.798555
1365,9.502898,8.585239,1.9969409
1366,7.787989,7.218779,3.1910002
1368,9.089779,6.778755,3.6746082
1369,9.646289,4.4416857,3.0315576
1370,10.899781,9.7373705,3.8969014
1371,9.850519,8.875375,2.6805823
1372,9.629168,7.4557776,3.856885
1373,9.435956,7.308621,3.8117964
1374,9.149487,7.084108,3.4818194
1375,11.28747,7.3086195,4.5339894
1376,6.3259435,7.779693,2.4327686
1378,7.1234374,7.555506,1.1678195
1379,10.539486,4.8322997,4.517742
1381,7.655134,7.181455,5.647088
1382,7.2201867,7.0727324,4.409983
1383,7.405357,6.2518535,3.94473
1384,9.899436,6.300143,4.6574755
1385,6.7713075,8.006406,5.021636
1387,7.255552,8.381239,4.1574106
1388,8.306058,6.9995437,4.749067
1389,10.40301,5.6612163,3.9757962
1390,6.747653,9.325078,4.5048633
1391,10.493015,5.3406925,4.9373856
1392,10.662324,9.617925,3.1892853
1393,11.052984,9.406848,3.2467802
1394,8.205038,9.534704,3.2964668
1395,7.4080553,7.050635,3.3428993
1397,10.741284,9.88542,3.47544
1398,11.109242,10.0002,3.5940616
1399,11.52097,5.438813,4.3156986
1400,11.14048,10.0036545,3.667658
1401,11.099274,9.985655,3.5105197
1403,11.626456,6.446806,4.519549
1404,11.305581,7.0228214,4.5841045
1405,6.7355976,8.32476,3.1079524
1406,7.7855134,7.3298144,4.3282394
1407,7.983182,6.3337817,3.8217251
1408,8.09968,6.6502347,4.987754
1409,10.269037,5.11599,3.642976
1410,11.144505,7.8704195,4.733281
1412,11.461547,9.537321,4.7350035
1413,10.848463,8.665257,3.0387585
1415,9.51856,4.0681314,2.9707975
1416,9.03036,5.694843,4.558172
1417,8.970971,5.7201357,4.4681635
1418,8.503159,5.7435837,4.154899
1419,8.58889,5.6192193,4.236104
1420,8.840115,5.7229977,4.4313917
1421,9.904296,5.0932107,2.3110156
1422,11.5665045,5.422547,4.3277254
1423,6.673546,7.567518,3.6477613
1428,7.0331593,8.549373,4.072771
1429,9.080827,4.8152676,2.8059535
1430,10.768742,5.008535,4.9785843
1432,6.701736,10.468282,4.0849085
1433,10.816839,7.685596,4.855304
1435,10.280457,4.4652133,3.1706114
1438,10.709912,6.2018375,2.7346187
1439,6.769835,8.753233,5.417288
1440,7.1021385,8.444881,3.672246
1441,10.859931,7.55855,4.967043
1442,11.150095,8.360539,4.9925036
1443,10.528873,8.6955805,4.43631
1445,11.656797,5.7544327,4.5184145
1446,6.6086035,8.992779,5.0854893
1447,10.908725,7.2526116,4.9056745
1448,10.974986,7.7289505,4.929132
1451,9.9312315,8.38511,5.3959613
1452,10.016845,8.363911,5.3705735
1453,9.976961,8.323532,5.264691
1454,10.827915,6.595668,4.192698
1455,6.1946793,10.497547,4.9790134
1456,6.339974,9.265343,3.213185
1457,10.508676,5.0238028,4.3028603
1458,6.448619,9.511797,3.384512
1459,10.700892,5.8303347,3.9267104
1460,11.188403,5.1971726,4.5104
1461,10.208604,4.3502564,3.1792467
1463,10.483375,4.830926,4.432436
1464,11.629071,5.797101,4.5474076
1465,10.7498255,5.3377037,3.3699844
1466,11.27842,5.5042634,4.392824
1467,11.5780325,6.4181304,4.5955424
1468,6.4184833,10.908628,5.234855
1469,6.194911,11.012729,5.091139
1470,10.366461,4.8773766,4.377978
1471,10.635523,4.831582,4.535064
1472,7.275175,9.670107,4.9711313
1474,9.180574,4.788913,2.7958083
1475,9.954799,4.5026917,2.6502843
1476,5.980115,10.752764,5.1315694
1477,10.133498,4.2819157,2.9119804
1478,10.213559,4.35074,3.114388
1481,5.2501097,11.85669,5.683861
1483,6.9025455,6.365158,4.641238
1486,10.260549,6.5511646,3.9430912
1488,7.895055,7.231034,3.87583
1489,9.755084,4.548593,3.6550052
1490,6.1710963,8.2449465,4.0724654
1492,9.682029,8.567587,5.4174886
1493,9.651722,8.5510235,5.368018
1494,10.237974,9.038855,3.9752753
1495,9.109466,6.9412193,3.4557664
1496,10.343949,5.455768,4.4055734
1498,11.914462,6.472909,3.4451852
1500,8.100556,5.6875362,4.01296
1501,8.090254,5.958008,4.153817
1502,11.3192625,7.948824,4.109808
1504,8.952411,8.286542,3.4586618
1505,9.764067,4.3152003,3.0430868
1506,7.70602,7.6462064,4.732203
1507,11.122898,7.5467415,4.9172006
1509,6.464627,8.604002,5.095859
1511,7.39831,9.538886,3.4733691
1512,8.644186,5.6623855,2.6197994
1514,9.713421,7.692948,3.5760398
1516,10.4943695,8.276619,3.3173661
1517,9.671582,7.64293,3.556572
1518,10.768671,5.3460965,3.3321722
1519,8.417448,5.640168,4.299768
1520,7.2542844,9.608757,5.0295916
1521,7.156555,8.126357,3.5645037
1522,8.860363,8.269785,2.7908015
1523,7.3007336,9.465011,4.3722887
1524,8.109956,5.7578974,3.9173617
1525,7.2325783,9.6038685,5.022778
1526,6.701231,9.113508,4.741135
1527,11.081821,5.771099,4.161923
1528,6.454302,7.9060645,3.9258347
1529,7.74296,5.9706903,4.330498
1530,6.00649,8.087832,3.314779
1531,10.097526,5.5283113,4.5068502
1532,10.764711,5.1946187,3.737001
1533,10.764141,9.840495,3.5324125
1535,11.006116,9.237861,3.2862961
1537,6.4084287,9.499968,5.0729213
1538,10.253472,8.624393,2.4285958
1539,11.15937,9.775309,3.7053792
1540,8.621745,5.5205617,2.6326213
1541,11.499984,9.608098,4.8018403
1543,7.938317,6.4454193,4.694065
1544,7.6026335,8.316167,4.4000998
1545,10.691295,6.027544,3.3907251
1546,10.769466,5.0579762,3.6419215
1547,10.611268,8.174498,3.2447374
1548,10.964653,8.330713,3.3514507
1549,11.094781,8.559001,3.528295
1550,9.105161,5.848951,4.560989
1551,9.397676,3.9717014,2.8279018
1552,9.388235,3.9618087,2.8068964
1553,10.471146,6.6529894,3.690274
1554,10.984092,7.9124928,4.499885
1555,9.400622,7.0076675,4.2364798
1557,10.223215,9.462148,4.596424
1558,6.4718647,8.61515,5.200358
1559,6.9267178,7.911873,5.0122495
1560,6.7393436,8.739828,5.416127
1561,9.513141,9.004725,2.5558538
1562,11.341322,5.451957,4.643933
1564,6.5809135,9.9072695,3.6818411
1565,10.637358,4.791435,4.7566423
1567,11.959019,6.170722,3.5952551
1569,9.734282,4.6974425,3.513319
1571,6.4765506,7.330169,2.2349818
1573,9.230573,8.6148405,2.1033762
1574,6.344125,7.017768,2.9803696
1575,6.4166694,6.948686,2.928805
1577,7.1484537,9.644554,4.8160567
1578,9.836374,6.4748178,4.509401
1581,10.444788,6.80025,4.811612
1582,11.415366,5.2491083,3.953537
1583,6.530992,9.965217,3.7478807
1584,10.778377,5.1697693,3.5735166
1585,10.825244,5.734883,2.9254525
1586,7.04897,10.244718,3.8981702
1587,6.544342,9.490401,3.315788
1588,5.926916,10.714031,5.142247
1589,10.749055,5.327155,3.3788905
1590,9.616278,5.9270153,3.6761246
1591,10.602141,4.8131256,4.5088625
1592,10.609912,4.3735933,3.6171951
1593,9.910255,4.741376,2.4621117
1595,10.014457,4.209041,2.6767464
1596,9.465442,4.06828,2.6061797
1597,8.228554,6.0894647,4.484832
1600,9.075102,8.010201,2.5934343
1601,6.732796,8.212784,2.6471353
1602,10.914693,9.332728,2.745214
1603,10.828338,9.58218,4.160782
1604,8.820489,8.567247,4.4562073
1606,9.5764065,5.8659472,4.449625
1607,11.635842,5.6483045,4.1338534
1609,7.980412,6.988445,3.9914618
1611,9.283836,7.0785966,3.3161821
1612,11.558452,8.972454,4.38955
1613,10.606014,8.890506,4.4446497
1614,11.330066,5.5173206,4.502901
1616,9.54944,4.92016,3.4892943
1617,7.1924367,7.671052,1.3021883
1618,7.239299,8.520594,3.3161948
1619,7.659317,7.1941295,5.362682
1620,7.432393,7.186163,4.3529315
1621,8.176681,6.569378,4.775448
1622,8.381468,7.1849127,2.6926184
1623,9.645783,7.7033,3.591324
1626,7.2610474,9.2086525,5.142473
1627,7.273613,6.3475003,3.3975654
1629,11.79317,8.606393,5.0234566
1630,11.242253,9.664513,4.010321
1631,11.210702,9.556826,4.029549
1633,11.050905,9.980527,3.5350711
1634,8.787448,5.206871,2.7696166
1635,8.591394,5.949729,4.5416903
1636,7.6552563,7.7098866,4.7842073
1639,11.71463,6.4396267,4.4075646
1640,5.9561234,7.513753,3.5160902
1642,6.913919,7.3433037,3.5434
1643,10.216998,4.3098764,2.600716
1644,7.852109,7.6689496,3.8733127
1645,7.8141727,5.618243,3.9079175
1646,11.192169,8.631456,4.930948
1647,7.8246827,7.070778,4.326761
1648,8.971309,4.7749076,3.1607556
1649,10.670867,4.6612525,4.084199
1650,6.5526905,7.4799,2.0470245
1651,7.212109,8.977314,4.377626
1652,8.722987,5.46413,2.4957445
1653,10.1856575,9.022605,3.7030528
1654,9.75437,8.998909,1.9348531
1655,7.5043936,7.572497,4.385035
1656,8.378792,8.72696,3.7338922
1657,10.595405,6.6166306,2.388006
1658,7.0381365,7.880955,5.2375417
1659,7.0089917,7.951865,5.1766686
1660,10.800976,5.770597,2.8754604
1661,8.498551,5.9206777,4.49517
1663,10.851908,8.580631,3.1830087
1664,6.9906983,7.9194655,5.1395297
1665,9.642794,8.921024,1.8365014
1666,10.682311,7.617976,4.8869104
1667,11.017624,8.550826,3.5328743
1668,9.402452,8.671078,2.0102518
1669,9.532099,8.634875,1.9513063
1670,9.787298,4.6838408,3.279631
1672,9.689794,6.721365,3.252967
1673,5.9622774,8.747659,3.0243142
1674,6.5338993,8.425603,2.9729345
1676,9.606543,8.889194,1.9335171
1677,6.624261,9.179753,3.4651842
1678,6.1450524,7.7939,3.1089308
1679,6.01934,8.71615,3.0584102
1680,8.655958,5.5639954,2.733026
1681,6.179951,9.168799,3.167925
1682,8.2997,5.5969505,3.9427454
